id_kabkot,id_kecamatan,id_desa_kelurahan,nama_kelurahan
32.04,32.04.16,32.04.16.2009,PATROLSARI
32.04,32.04.16,32.04.16.2010,RANCAKOLE
32.04,32.04.16,32.04.16.2004,ANCOLMEKAR
32.04,32.04.13,32.04.13.2012,MEKARJAYA
32.04,32.04.13,32.04.13.2002,BANJARAN WETAN
32.04,32.04.13,32.04.13.2005,CIAPUS
32.04,32.04.13,32.04.13.2006,SINDANGPANON
32.04,32.04.13,32.04.13.2016,NEGLASARI
32.04,32.04.13,32.04.13.2013,MARGAHURIP
32.04,32.04.13,32.04.13.2007,KIANGROKE
32.04,32.04.13,32.04.13.2001,KAMASAN
32.04,32.04.13,32.04.13.2003,BANJARAN KULON
32.04,32.04.13,32.04.13.2008,TARAJUSARI
32.04,32.04.13,32.04.13.2018,PASIRMULYA
32.04,32.04.44,32.04.44.2006,JATISARI
32.04,32.04.44,32.04.44.2003,NAGRAK
32.04,32.04.44,32.04.44.2004,BANDASARI
32.04,32.04.44,32.04.44.2005,PANANJUNG
32.04,32.04.44,32.04.44.2002,CILUNCAT
32.04,32.04.44,32.04.44.2001,CANGKUANG
32.04,32.04.44,32.04.44.2007,TANJUNGSARI
32.04,32.04.14,32.04.14.2002,BOJONGMANGGU
32.04,32.04.14,32.04.14.2006,LANGONSARI
32.04,32.04.14,32.04.14.2001,SUKASARI
32.04,32.04.14,32.04.14.2005,RANCAMULYA
32.04,32.04.14,32.04.14.2003,RANCATUNGKU
32.04,32.04.14,32.04.14.2004,BOJONGKUNCI
32.04,32.04.11,32.04.11.2004,GANDASARI
32.04,32.04.11,32.04.11.2002,KATAPANG
32.04,32.04.11,32.04.11.2007,CILAMPENI
32.04,32.04.11,32.04.11.2008,PANGAUBAN
32.04,32.04.11,32.04.11.2009,BANYUSARI
32.04,32.04.11,32.04.11.2001,SANGKANHURIP
32.04,32.04.11,32.04.11.2006,SUKAMUKTI
32.04,32.04.37,32.04.37.2002,SADU
32.04,32.04.37,32.04.37.2010,SUKAJADI
32.04,32.04.37,32.04.37.2018,SUKANAGARA
32.04,32.04.37,32.04.37.2004,PANYIRAPAN
32.04,32.04.37,32.04.37.2017,KARAMATMULYA
32.04,32.04.37,32.04.37.2001,SOREANG
32.04,32.04.37,32.04.37.2011,PAMEKARAN
32.04,32.04.37,32.04.37.2020,PARUNGSERAB
32.04,32.04.37,32.04.37.2021,SEKARWANGI
32.04,32.04.37,32.04.37.2019,CINGCIN
32.04,32.04.46,32.04.46.2011,CILAME
32.04,32.04.46,32.04.46.2009,BUNINAGARA
32.04,32.04.46,32.04.46.2008,PADASUKA
32.04,32.04.46,32.04.46.2007,SUKAMULYA
32.04,32.04.46,32.04.46.2006,KUTAWARINGIN
32.04,32.04.46,32.04.46.2004,KOPO
32.04,32.04.46,32.04.46.2005,CIBODAS
32.04,32.04.46,32.04.46.2002,JATISARI
32.04,32.04.46,32.04.46.2001,JELEGONG
32.04,32.04.46,32.04.46.2010,GAJAH MEKAR
32.04,32.04.46,32.04.46.2003,PAMEUNTASAN
32.04,32.04.10,32.04.10.2003,NANJUNG
32.04,32.04.10,32.04.10.2004,MEKARRAHAYU
32.04,32.04.10,32.04.10.2005,RAHAYU
32.04,32.04.10,32.04.10.2006,CIGONDEWAH HILIR
32.04,32.04.10,32.04.10.2001,MARGAASIH
32.04,32.04.10,32.04.10.2002,LAGADAR
32.04,32.04.09,32.04.09.1004,SULAIMAN
32.04,32.04.09,32.04.09.2003,SUKAMENAK
32.04,32.04.09,32.04.09.2005,SAYATI
32.04,32.04.09,32.04.09.2002,MAGAHAYU SELATAN
32.04,32.04.09,32.04.09.2001,MARGAHAYU TENGAH
32.04,32.04.12,32.04.12.2004,CANGKUANG KULON
32.04,32.04.12,32.04.12.2003,CANGKUANG WETAN
32.04,32.04.12,32.04.12.1001,PASAWAHAN
32.04,32.04.12,32.04.12.2002,DAYEUHKOLOT
32.04,32.04.12,32.04.12.2006,CITEUREUP
32.04,32.04.12,32.04.12.2005,SUKAPURA
32.04,32.04.08,32.04.08.2005,BOJONGSARI
32.04,32.04.08,32.04.08.2002,BOJONGSOANG
32.04,32.04.08,32.04.08.2001,LENGKONG
32.04,32.04.08,32.04.08.2004,CIPAGALO
32.04,32.04.08,32.04.08.2003,BUAHBATU
32.04,32.04.08,32.04.08.2006,TEGALLUAR
32.04,32.04.05,32.04.05.2005,CIBIRU HILIR
32.04,32.04.05,32.04.05.2004,CINUNUK
32.04,32.04.05,32.04.05.2003,CIMEKAR
32.04,32.04.05,32.04.05.2001,CILEUNYI KULON
32.04,32.04.05,32.04.05.2002,CILEUNYI WETAN
32.04,32.04.05,32.04.05.2006,CIBIRU WETAN
32.04,32.04.07,32.04.07.2006,GIRIMEKAR
32.04,32.04.07,32.04.07.2001,JATIENDAH
32.04,32.04.07,32.04.07.2004,MELATIWANGI
32.04,32.04.07,32.04.07.2003,CIPANJALU
32.04,32.04.07,32.04.07.2005,CIPOREAT
32.04,32.04.07,32.04.07.2002,CILENGKRANG
32.04,32.04.06,32.04.06.1002,CIBEUNYING
32.04,32.04.06,32.04.06.1001,PADASUKA
32.04,32.04.06,32.04.06.2004,MANDALAMEKAR
32.04,32.04.06,32.04.06.2005,CIKADUT
32.04,32.04.06,32.04.06.2007,SINDANGLAYA
32.04,32.04.06,32.04.06.2009,MEKARMANIK
32.04,32.04.06,32.04.06.2003,CIMENYAN
32.04,32.04.06,32.04.06.2008,MEKARSALUYU
32.04,32.04.06,32.04.06.2006,CIBURIAL
32.05,32.05.35,32.05.35.2005,SUKAJAYA
32.05,32.05.35,32.05.35.2004,CIKARANG
32.05,32.05.35,32.05.35.2003,PAMALAYAN
32.05,32.05.35,32.05.35.2001,CISEWU
32.05,32.05.35,32.05.35.2002,GIRIMUKTI
32.05,32.05.35,32.05.35.2006,NYALINDUNG
32.05,32.05.35,32.05.35.2007,KARANGSEWU
32.05,32.05.35,32.05.35.2008,MEKARSEWU
32.05,32.05.35,32.05.35.2009,PANGGALIH
32.05,32.05.36,32.05.36.2003,CIMAHI
32.05,32.05.36,32.05.36.2002,INDRALAYANG
32.05,32.05.36,32.05.36.2005,PURBAYANI
32.05,32.05.36,32.05.36.2001,CARINGIN
32.05,32.05.36,32.05.36.2004,SUKARAME
32.05,32.05.36,32.05.36.2006,SAMUDERAJAYA
32.05,32.05.37,32.05.37.2006,SELAAWI
32.05,32.05.37,32.05.37.2003,MEKARMUKTI
32.05,32.05.37,32.05.37.2004,MEKARMULYA
32.05,32.05.37,32.05.37.2002,SUKAMULYA
32.05,32.05.37,32.05.37.2001,SUKAMAJU
32.05,32.05.37,32.05.37.2005,SUKALAKSANA
32.05,32.05.37,32.05.37.2007,MEKARWANGI
32.05,32.05.31,32.05.31.2008,SINARJAYA
32.05,32.05.31,32.05.31.2004,TEGALLEGA
32.05,32.05.31,32.05.31.2011,WANGUNJAYA
32.05,32.05.31,32.05.31.2009,MEKARJAYA
32.05,32.05.31,32.05.31.2002,HANJUANG
32.05,32.05.31,32.05.31.2006,MARGALAKSANA
32.05,32.05.31,32.05.31.2003,GUNAMEKAR
32.05,32.05.31,32.05.31.2001,BUNGBULANG
32.05,32.05.31,32.05.31.2010,CIHIKEU
32.05,32.05.31,32.05.31.2007,BOJONG
32.05,32.05.31,32.05.31.2005,MEKARBAKTI
32.05,32.05.31,32.05.31.2012,GUNUNG JAMPANG
32.05,32.05.31,32.05.31.2013,HEGARMANAH
32.05,32.05.32,32.05.32.2002,KARANGWANGI
32.05,32.05.32,32.05.32.2004,CIJAYANA
32.05,32.05.32,32.05.32.2001,MEKARMUKTI
32.05,32.05.32,32.05.32.2003,JAYABAYA
32.05,32.05.32,32.05.32.2005,MEKARSARI
32.05,32.05.34,32.05.34.2005,LINGGARJATI
32.05,32.05.34,32.05.34.2002,GARUMUKTI
32.05,32.05.34,32.05.34.2003,PANAWA
32.05,32.05.34,32.05.34.2001,PAKENJENG
32.05,32.05.34,32.05.34.2004,PANANJUNG
32.05,32.05.33,32.05.33.2012,KARANGSARI
32.05,32.05.33,32.05.33.2003,TANJUNGMULYA
32.05,32.05.33,32.05.33.2002,TANJUNGJAYA
32.05,32.05.33,32.05.33.2010,TEGALGEDE
32.05,32.05.33,32.05.33.2001,NEGLASARI
32.05,32.05.33,32.05.33.2005,SUKAMULYA
32.05,32.05.33,32.05.33.2011,DEPOK
32.05,32.05.33,32.05.33.2006,PASIRLANGU
32.05,32.05.33,32.05.33.2009,PANYINDANGAN
32.05,32.05.33,32.05.33.2004,WANGUNJAYA
32.05,32.05.33,32.05.33.2008,JATIWANGI
32.05,32.05.33,32.05.33.2007,TALAGAWANGI
32.05,32.05.33,32.05.33.2013,JAYAMEKAR
32.05,32.05.30,32.05.30.2004,CIGADOG
32.05,32.05.30,32.05.30.2007,CIJAMBE
32.05,32.05.30,32.05.30.2001,CIKELET
32.05,32.05.30,32.05.30.2005,PAMALAYAN
32.05,32.05.30,32.05.30.2002,LINGGAMANIK
32.05,32.05.30,32.05.30.2006,KARANGSARI
32.05,32.05.30,32.05.30.2003,KERTAMUKTI
32.05,32.05.30,32.05.30.2009,CIROYOM
32.05,32.05.30,32.05.30.2008,GIRIMUKTI
32.05,32.05.30,32.05.30.2011,TIPAR
32.05,32.05.30,32.05.30.2010,AWASSAGARA
32.05,32.05.27,32.05.27.2002,MANCAGAHAR
32.05,32.05.27,32.05.27.2001,PAMEUNGPEUK
32.05,32.05.27,32.05.27.2004,MANDALAKASIH
32.05,32.05.27,32.05.27.2007,SIRNABAKTI
32.05,32.05.27,32.05.27.2003,PAAS
32.05,32.05.27,32.05.27.2006,BOJONG
32.05,32.05.27,32.05.27.2005,JATIMULYA
32.05,32.05.27,32.05.27.2008,BOJONG KIDUL
32.05,32.05.29,32.05.29.2006,MEKARSARI
32.05,32.05.29,32.05.29.2001,KARYASARI
32.05,32.05.29,32.05.29.2004,KARYAMUKTI
32.05,32.05.29,32.05.29.2005,SAGARA
32.05,32.05.29,32.05.29.2002,MAROKO
32.05,32.05.29,32.05.29.2003,SANCANG
32.05,32.05.29,32.05.29.2007,SIMPANG
32.05,32.05.29,32.05.29.2009,CIGARONGGONG
32.05,32.05.29,32.05.29.2008,MEKAR MUKTI
32.05,32.05.29,32.05.29.2010,MEKARWANGI
32.05,32.05.29,32.05.29.2011,NAJATEN
32.05,32.05.28,32.05.28.2007,DEPOK
32.05,32.05.28,32.05.28.2005,SUKANAGARA
32.05,32.05.28,32.05.28.2002,CIHAURKUNING
32.05,32.05.28,32.05.28.2006,CIKONDANG
32.05,32.05.28,32.05.28.2009,JATISARI
32.05,32.05.28,32.05.28.2001,CISOMPET
32.05,32.05.28,32.05.28.2004,SUKAMUKTI
32.05,32.05.28,32.05.28.2008,PANYINDANGAN
32.05,32.05.28,32.05.28.2003,MARGAMULYA
32.05,32.05.28,32.05.28.2011,SINDANGSARI
32.05,32.05.28,32.05.28.2010,NEGLASARI
32.05,32.05.26,32.05.26.2004,PANGRUMASAN
32.05,32.05.26,32.05.26.2002,TOBLONG
32.05,32.05.26,32.05.26.2005,SUKANAGARA
32.05,32.05.26,32.05.26.2003,SARIBAKTI
32.05,32.05.26,32.05.26.2001,PEUNDEUY
32.05,32.05.26,32.05.26.2006,PURWAJAYA
32.05,32.05.24,32.05.24.2001,SINGAJAYA
32.05,32.05.24,32.05.24.2007,KARANGAGUNG
32.05,32.05.24,32.05.24.2003,MEKARTANI
32.05,32.05.24,32.05.24.2008,CIGINTUNG
32.05,32.05.24,32.05.24.2005,SUKAWANGI
32.05,32.05.24,32.05.24.2006,PANCASURA
32.05,32.05.24,32.05.24.2004,SUKAMULYA
32.05,32.05.24,32.05.24.2009,GIRIMUKTI
32.05,32.05.24,32.05.24.2002,CIUDIAN
32.05,32.05.25,32.05.25.2002,CISANGKAL
32.05,32.05.25,32.05.25.2004,JAYAMUKTI
32.05,32.05.25,32.05.25.2001,CIHURIP
32.05,32.05.25,32.05.25.2003,MEKARWANGI
32.05,32.05.22,32.05.22.2011,CIPANGRAMATAN
32.05,32.05.22,32.05.22.2007,MEKARJAYA
32.05,32.05.22,32.05.22.2004,GIRIJAYA
32.05,32.05.22,32.05.22.2005,GIRIAWAS
32.05,32.05.22,32.05.22.2006,CIBODAS
32.05,32.05.22,32.05.22.2001,CIKAJANG
32.05,32.05.22,32.05.22.2009,PADASUKA
32.05,32.05.22,32.05.22.2003,MEKARSARI
32.05,32.05.22,32.05.22.2002,SIMPANG
32.05,32.05.22,32.05.22.2008,CIKANDANG
32.05,32.05.22,32.05.22.2010,MARGAMULYA
32.05,32.05.22,32.05.22.2012,KARAMATWANGI
32.05,32.05.23,32.05.23.2008,DANGIANG
32.05,32.05.23,32.05.23.2006,JAYABAKTI
32.05,32.05.23,32.05.23.2010,BOJONG
32.05,32.05.23,32.05.23.2001,BANJARWANGI
32.05,32.05.23,32.05.23.2005,TALAGASARI
32.05,32.05.23,32.05.23.2003,PADAHURIP
32.05,32.05.23,32.05.23.2004,KADONGDONG
32.05,32.05.23,32.05.23.2011,WANGUNJAYA
32.05,32.05.23,32.05.23.2002,TALAGAJAYA
32.05,32.05.23,32.05.23.2009,TANJUNGJAYA
32.05,32.05.23,32.05.23.2007,MULYAJAYA
32.05,32.05.19,32.05.19.2018,SUKAMURNI
32.05,32.05.19,32.05.19.2014,SUKAMAJU
32.05,32.05.19,32.05.19.2017,SUKATANI
32.05,32.05.19,32.05.19.2007,MEKARSARI
32.05,32.05.19,32.05.19.2013,DAYEUHMANGGUNG
32.05,32.05.19,32.05.19.2003,KARYAMEKAR
32.05,32.05.19,32.05.19.2001,CILAWU
32.05,32.05.19,32.05.19.2005,PASANGGRAHAN
32.05,32.05.19,32.05.19.2011,MARGALAKSANA
32.05,32.05.19,32.05.19.2004,DAWUNGSARI
32.05,32.05.19,32.05.19.2012,DANGIANG
32.05,32.05.19,32.05.19.2002,SUKAMUKTI
32.05,32.05.19,32.05.19.2008,MEKARMUKTI
32.05,32.05.19,32.05.19.2006,SUKAHATI
32.05,32.05.19,32.05.19.2015,MANGKURAKYAT
32.05,32.05.19,32.05.19.2009,DESAKOLOT
32.05,32.05.19,32.05.19.2016,NGAMPLANG
32.05,32.05.19,32.05.19.2010,NGAMPLANGSARI
32.05,32.05.17,32.05.17.2007,PAMALAYAN
32.05,32.05.17,32.05.17.2009,CIBURUY
32.05,32.05.17,32.05.17.2006,MULYASARI
32.05,32.05.17,32.05.17.2001,BAYONGBONG
32.05,32.05.17,32.05.17.2017,CINISTI
32.05,32.05.17,32.05.17.2010,CIELA
32.05,32.05.17,32.05.17.2005,KARYAJAYA
32.05,32.05.17,32.05.17.2002,PANEMBONG
32.05,32.05.17,32.05.17.2016,SUKARAME
32.05,32.05.17,32.05.17.2003,HEGARMANAH
32.05,32.05.17,32.05.17.2015,SIRNAGALIH
32.05,32.05.17,32.05.17.2004,SALAKURAY
32.05,32.05.17,32.05.17.2013,SUKASENANG
32.05,32.05.17,32.05.17.2011,CIKEDOKAN
32.05,32.05.17,32.05.17.2008,MEKARSARI
32.05,32.05.17,32.05.17.2012,BANJARSARI
32.05,32.05.17,32.05.17.2014,MEKARJAYA
32.05,32.05.17,32.05.17.2018,SUKAMANAH
32.05,32.05.18,32.05.18.2002,BARUSUDA
32.05,32.05.18,32.05.18.2001,CIGEDUG
32.05,32.05.18,32.05.18.2003,SUKAHURIP
32.05,32.05.18,32.05.18.2004,SINDANGSARI
32.05,32.05.18,32.05.18.2005,CINTANAGARA
32.05,32.05.20,32.05.20.2003,SUKAWANGI
32.05,32.05.20,32.05.20.2004,SUKATANI
32.05,32.05.20,32.05.20.2002,CIDATAR
32.05,32.05.20,32.05.20.2009,CISERO
32.05,32.05.20,32.05.20.2001,CISURUPAN
32.05,32.05.20,32.05.20.2010,KARAMATWANGI
32.05,32.05.20,32.05.20.2007,BALEWANGI
32.05,32.05.20,32.05.20.2013,TAMBAKBAYA
32.05,32.05.20,32.05.20.2008,SIRNAJAYA
32.05,32.05.20,32.05.20.2014,SIRNAGALIH
32.05,32.05.20,32.05.20.2006,PAKUWON
32.05,32.05.20,32.05.20.2016,SIMPANGSARI
32.05,32.05.20,32.05.20.2015,PANGAUBAN
32.05,32.05.20,32.05.20.2011,CIPAGANTI
32.05,32.05.20,32.05.20.2012,PAMULIHAN
32.05,32.05.20,32.05.20.2005,SITUSARI
32.05,32.05.20,32.05.20.2017,CINTAASIH
32.05,32.05.21,32.05.21.2005,SUKAMULYA
32.05,32.05.21,32.05.21.2001,SUKARESMI
32.05,32.05.21,32.05.21.2006,PADAMUKTI
32.05,32.05.21,32.05.21.2002,CINTADAMAI
32.05,32.05.21,32.05.21.2004,SUKAJAYA
32.05,32.05.21,32.05.21.2003,MEKARJAYA
32.05,32.05.21,32.05.21.2007,SUKALILAH
32.05,32.05.07,32.05.07.2008,CISARUA
32.05,32.05.07,32.05.07.2004,PARAKAN
32.05,32.05.07,32.05.07.2012,SUKALAKSANA
32.05,32.05.07,32.05.07.2011,SIRNASARI
32.05,32.05.07,32.05.07.2006,CINTAKARYA
32.05,32.05.07,32.05.07.2009,CINTARASA
32.05,32.05.07,32.05.07.2002,CINTARAKYAT
32.05,32.05.07,32.05.07.2010,CINTAASIH
32.05,32.05.07,32.05.07.2001,SAMARANG
32.05,32.05.07,32.05.07.2003,SUKARASA
32.05,32.05.07,32.05.07.2005,SUKAKARYA
32.05,32.05.07,32.05.07.2007,TANJUNG KARYA
32.05,32.05.07,32.05.07.2013,TANJUNGANOM
32.05,32.05.08,32.05.08.2004,KARYAMEKAR
32.05,32.05.08,32.05.08.2011,SARIMUKTI
32.05,32.05.08,32.05.08.2008,TALAGA
32.05,32.05.08,32.05.08.2002,PASIRKIAMIS
32.05,32.05.08,32.05.08.2009,PADAMUKTI
32.05,32.05.08,32.05.08.2006,PADAASIH
32.05,32.05.08,32.05.08.2003,PADASUKA
32.05,32.05.08,32.05.08.2010,SINARJAYA
32.05,32.05.08,32.05.08.2012,PADAMULYA
32.05,32.05.08,32.05.08.2001,PASIRWANGI
32.05,32.05.08,32.05.08.2005,PADAWAAS
32.05,32.05.08,32.05.08.2007,BARUSARI
32.05,32.05.05,32.05.05.2011,KERSAMENAK
32.05,32.05.05,32.05.05.2005,CIBUNAR
32.05,32.05.05,32.05.05.2007,SUKABAKTI
32.05,32.05.05,32.05.05.1009,SUKAKARYA
32.05,32.05.05,32.05.05.1012,SUKAJAYA
32.05,32.05.05,32.05.05.1006,JAYAWARAS
32.05,32.05.05,32.05.05.2004,HAURPANGGUNG
32.05,32.05.05,32.05.05.2003,JAYARAGA
32.05,32.05.05,32.05.05.1001,PATARUMAN
32.05,32.05.05,32.05.05.1002,SUKAGALIH
32.05,32.05.05,32.05.05.2010,MEKARGALIH
32.05,32.05.05,32.05.05.2008,TAROGONG
32.05,32.05.04,32.05.04.2006,SIRNAJAYA
32.05,32.05.04,32.05.04.2010,MEKARWANGI
32.05,32.05.04,32.05.04.2001,SUKAJADI
32.05,32.05.04,32.05.04.2005,SUKAWANGI
32.05,32.05.04,32.05.04.2013,PANJIWANGI
32.05,32.05.04,32.05.04.2008,MEKARJAYA
32.05,32.05.04,32.05.04.2004,RANCABANGO
32.05,32.05.04,32.05.04.2009,LANGENSARI
32.05,32.05.04,32.05.04.2002,CIMANGANTEN
32.05,32.05.04,32.05.04.2003,JATI
32.05,32.05.04,32.05.04.2007,TANJUNG KAMUNING
32.05,32.05.04,32.05.04.1012,PANANJUNG
32.05,32.05.04,32.05.04.2011,PASAWAHAN
32.05,32.05.01,32.05.01.1003,MARGAWATI
32.05,32.05.01,32.05.01.1010,SUKANEGLA
32.05,32.05.01,32.05.01.1011,CIMUNCANG
32.05,32.05.01,32.05.01.1002,KOTA WETAN
32.05,32.05.01,32.05.01.1001,KOTA KULON
32.05,32.05.01,32.05.01.1005,MUARA SANDING
32.05,32.05.01,32.05.01.1008,PAMINGGIR
32.05,32.05.01,32.05.01.1009,REGOL
32.05,32.05.01,32.05.01.1007,CIWALEN
32.05,32.05.01,32.05.01.1004,PAKUWON
32.05,32.05.01,32.05.01.1006,SUKAMENTRI
32.05,32.05.02,32.05.02.2013,LEBAKAGUNG
32.05,32.05.02,32.05.02.2007,SUCI
32.05,32.05.02,32.05.02.1002,LEBAKJAYA
32.05,32.05.02,32.05.02.2018,TANJUNGSARI
32.05,32.05.02,32.05.02.2009,GODOG
32.05,32.05.02,32.05.02.2015,SINDANGGALIH
32.05,32.05.02,32.05.02.2012,SINDANGPALAY
32.05,32.05.02,32.05.02.2004,KARANGPAWITAN
32.05,32.05.02,32.05.02.2005,SITUGEDE
32.05,32.05.02,32.05.02.2010,SITUSARI
32.05,32.05.02,32.05.02.2020,SITUJAYA
32.05,32.05.02,32.05.02.2019,SITUSAEUR
32.05,32.05.02,32.05.02.2011,KARANGSARI
32.05,32.05.02,32.05.02.2006,CIMURAH
32.05,32.05.02,32.05.02.2017,SINDANGLAYA
32.05,32.05.02,32.05.02.2016,MEKARSARI
32.05,32.05.02,32.05.02.2008,JATISARI
32.05,32.05.02,32.05.02.1003,KARANGMULYA
32.05,32.05.02,32.05.02.1001,SUCI KALER
32.05,32.05.02,32.05.02.1014,LENGKONGJAYA
32.05,32.05.03,32.05.03.2007,SUKAMENAK
32.05,32.05.03,32.05.03.2015,SINDANGMEKAR
32.05,32.05.03,32.05.03.2008,SINDANGRATU
32.05,32.05.03,32.05.03.2003,CINUNUK
32.05,32.05.03,32.05.03.2002,WANAMEKAR
32.05,32.05.03,32.05.03.2001,WANARAJA
32.05,32.05.03,32.05.03.2019,WANASARI
32.05,32.05.03,32.05.03.2011,WANAJAYA
32.05,32.05.03,32.05.03.2024,SINDANGPRABU
32.05,32.05.42,32.05.42.2006,LINGGAMUKTI
32.05,32.05.42,32.05.42.2007,SUKALAKSANA
32.05,32.05.42,32.05.42.2005,CIGADOG
32.05,32.05.42,32.05.42.2003,TENJONAGARA
32.05,32.05.42,32.05.42.2002,SUKARATU
32.05,32.05.42,32.05.42.2004,TEGALPANJANG
32.05,32.05.42,32.05.42.2001,SADANG
32.05,32.05.41,32.05.41.2004,SUKAHURIP
32.05,32.05.41,32.05.41.2003,BABAKAN LOA
32.05,32.05.41,32.05.41.2007,SUKARASA
32.05,32.05.41,32.05.41.2002,CIMARAGAS
32.05,32.05.41,32.05.41.2006,CIHUNI
32.05,32.05.41,32.05.41.2001,CITANGTU
32.05,32.05.41,32.05.41.2008,KARANGSARI
32.05,32.05.41,32.05.41.2005,SUKAMULYA
32.05,32.05.15,32.05.15.2008,PASANGGRAHAN
32.05,32.05.15,32.05.15.2002,SUKAMUKTI
32.05,32.05.15,32.05.15.2003,MEKARLUYU
32.05,32.05.15,32.05.15.2001,SUKAWENING
32.05,32.05.15,32.05.15.2005,SUDALARANG
32.05,32.05.15,32.05.15.2009,MARIPARI
32.05,32.05.15,32.05.15.2007,SUKAHAJI
32.05,32.05.15,32.05.15.2006,SUKASONO
32.05,32.05.15,32.05.15.2004,SUKALUYU
32.05,32.05.15,32.05.15.2010,MEKARWANGI
32.05,32.05.15,32.05.15.2011,MEKAR HURIP
32.05,32.05.16,32.05.16.2004,SINDANGGALIH
32.05,32.05.16,32.05.16.2003,CINTA
32.05,32.05.16,32.05.16.2002,CINTAMANIK
32.05,32.05.16,32.05.16.2001,CARINGIN
32.05,32.05.06,32.05.06.2005,SUKARAJA
32.05,32.05.06,32.05.06.2008,SUKAKARYA
32.05,32.05.06,32.05.06.2009,PAMEKARSARI
32.05,32.05.06,32.05.06.2004,SUKASENANG
32.05,32.05.06,32.05.06.2003,SUKARATU
32.05,32.05.06,32.05.06.2006,CIPICUNG
32.05,32.05.06,32.05.06.2011,BAGENDIT
32.05,32.05.06,32.05.06.2014,SUKAMUKTI
32.05,32.05.06,32.05.06.2001,BANYURESMI
32.05,32.05.06,32.05.06.2010,BINAKARYA
32.05,32.05.06,32.05.06.2007,DANGDEUR
32.05,32.05.06,32.05.06.2013,KARYASARI
32.05,32.05.06,32.05.06.2012,KARYAMUKTI
32.05,32.05.06,32.05.06.2002,CIMAREME
32.05,32.05.06,32.05.06.2015,SUKALAKSANA
32.05,32.05.09,32.05.09.2012,DANO
32.05,32.05.09,32.05.09.2003,JANGKURANG
32.05,32.05.09,32.05.09.2005,LEMBANG
32.05,32.05.09,32.05.09.2010,CIPANCAR
32.05,32.05.09,32.05.09.2008,KANDANGMUKTI
32.05,32.05.09,32.05.09.2002,CIBURIAL
32.05,32.05.09,32.05.09.2007,SALAMNUNGGAL
32.05,32.05.09,32.05.09.2001,LELES
32.05,32.05.09,32.05.09.2011,HARUMAN
32.05,32.05.09,32.05.09.2009,MARGALUYU
32.05,32.05.09,32.05.09.2006,CANGKUANG
32.05,32.05.09,32.05.09.2004,SUKARAME
32.05,32.05.11,32.05.11.2004,MARGAHAYU
32.05,32.05.11,32.05.11.2003,MARGACINTA
32.05,32.05.11,32.05.11.2005,DUNGUSIKU
32.05,32.05.11,32.05.11.2006,TAMBAK SARI
32.05,32.05.11,32.05.11.2008,KARANGSARI
32.05,32.05.11,32.05.11.2002,KARANGANYAR
32.05,32.05.11,32.05.11.2007,SINDANGSARI
32.05,32.05.11,32.05.11.2001,LEUWIGOONG
32.05,32.05.12,32.05.12.2001,CIBATU
32.05,32.05.12,32.05.12.2005,KERTAJAYA
32.05,32.05.12,32.05.12.2011,WANAKERTA
32.05,32.05.12,32.05.12.2008,KARYAMUKTI
32.05,32.05.12,32.05.12.2007,PADASUKA
32.05,32.05.12,32.05.12.2010,KERESEK
32.05,32.05.12,32.05.12.2003,CIBUNAR
32.05,32.05.12,32.05.12.2006,SUKALILAH
32.05,32.05.12,32.05.12.2009,GIRIMUKTI
32.05,32.05.12,32.05.12.2002,MEKARSARI
32.05,32.05.12,32.05.12.2004,SINDANGSUKA
32.05,32.05.13,32.05.13.2005,SUKAMAJU
32.05,32.05.13,32.05.13.2004,GIRIJAYA
32.05,32.05.13,32.05.13.2001,KERSAMANAH
32.05,32.05.13,32.05.13.2002,NANJUNGJAYA
32.05,32.05.13,32.05.13.2003,SUKAMERANG
32.05,32.05.13,32.05.13.2006,MEKARRAYA
32.05,32.05.40,32.05.40.2001,CIPAREUAN
32.05,32.05.40,32.05.40.2003,CIBIUK KIDUL
32.05,32.05.40,32.05.40.2002,CIBIUK KALER
32.05,32.05.40,32.05.40.2004,MAJASARI
32.05,32.05.40,32.05.40.2005,LINGKUNGPASIR
32.05,32.05.10,32.05.10.2014,RANCASALAK
32.05,32.05.10,32.05.10.2005,MANDALASARI
32.05,32.05.10,32.05.10.2011,HEGARSARI
32.05,32.05.10,32.05.10.2010,TALAGASARI
32.05,32.05.10,32.05.10.2008,KARANGMULYA
32.05,32.05.10,32.05.10.2013,KARANGTENGAH
32.05,32.05.10,32.05.10.2002,GANDAMEKAR
32.05,32.05.10,32.05.10.2001,KADUNGORA
32.05,32.05.10,32.05.10.2012,NEGLASARI
32.05,32.05.10,32.05.10.2003,CIKEMBULAN
32.05,32.05.10,32.05.10.2004,CISAAT
32.05,32.05.10,32.05.10.2007,MEKARBAKTI
32.05,32.05.10,32.05.10.2006,TANGGULUN
32.05,32.05.10,32.05.10.2009,HARUMANSARI
32.05,32.05.38,32.05.38.2005,CIJOLANG
32.05,32.05.38,32.05.38.2011,CIGAGADE
32.05,32.05.38,32.05.38.2008,PASIRWARU
32.05,32.05.38,32.05.38.2002,LIMBANGAN BARAT
32.05,32.05.38,32.05.38.2001,LIMBANGAN TENGAH
32.05,32.05.38,32.05.38.2012,LIMBANGAN TIMUR
32.05,32.05.38,32.05.38.2013,DUNGUSWIRU
32.05,32.05.38,32.05.38.2003,GALIHPAKUWON
32.05,32.05.38,32.05.38.2006,NEGLASARI
