id_kabkot,id_kecamatan,id_desa_kelurahan,nama_kelurahan
32.01,32.01.21,32.01.21.2001,MALASARI
32.01,32.01.21,32.01.21.2004,BANTARKARET
32.01,32.01.21,32.01.21.2003,CISARUA
32.01,32.01.21,32.01.21.2002,CURUGBITUNG
32.01,32.01.21,32.01.21.2007,NANGGUNG
32.01,32.01.21,32.01.21.2009,PANGKALJAYA
32.01,32.01.21,32.01.21.2010,SUKALUYU
32.01,32.01.21,32.01.21.2005,HAMBARO
32.01,32.01.21,32.01.21.2006,KALONGLIUD
32.01,32.01.21,32.01.21.2008,PARAKANMUNCANG
32.01,32.01.21,32.01.21.2011,BATU TULIS
32.01,32.01.14,32.01.14.2002,PURASARI
32.01,32.01.14,32.01.14.2008,PURASEDA
32.01,32.01.14,32.01.14.2003,KARYASARI
32.01,32.01.14,32.01.14.2004,PABANGBON
32.01,32.01.14,32.01.14.2005,KARACAK
32.01,32.01.14,32.01.14.2006,BARENGKOK
32.01,32.01.14,32.01.14.2010,CIBEBER II
32.01,32.01.14,32.01.14.2009,CIBEBER I
32.01,32.01.14,32.01.14.2007,LEUWIMEKAR
32.01,32.01.14,32.01.14.2001,LEUWILIANG
32.01,32.01.14,32.01.14.2011,KAREHKEL
32.01,32.01.39,32.01.39.2004,WANGUNJAYA
32.01,32.01.39,32.01.39.2003,SADENG KOLOT
32.01,32.01.39,32.01.39.2001,LEUWISADENG
32.01,32.01.39,32.01.39.2008,SIBANTENG
32.01,32.01.39,32.01.39.2002,BABAKAN SADENG
32.01,32.01.39,32.01.39.2007,SADENG
32.01,32.01.39,32.01.39.2006,KALONG II
32.01,32.01.39,32.01.39.2005,KALONG I
32.01,32.01.17,32.01.17.2002,CIBUNIAN
32.01,32.01.17,32.01.17.2001,PURWABAKTI
32.01,32.01.17,32.01.17.2015,CIASMARA
32.01,32.01.17,32.01.17.2013,CIASIHAN
32.01,32.01.17,32.01.17.2014,GUNUNGSARI
32.01,32.01.17,32.01.17.2005,GUNUNGBUNDER II
32.01,32.01.17,32.01.17.2010,GUNUNGBUNDER I
32.01,32.01.17,32.01.17.2009,CIBENING
32.01,32.01.17,32.01.17.2012,GUNUNG PICUNG
32.01,32.01.17,32.01.17.2011,CIBITUNG KULON
32.01,32.01.17,32.01.17.2003,CIBITUNGWETAN
32.01,32.01.17,32.01.17.2008,PAMIJAHAN
32.01,32.01.17,32.01.17.2006,PASAREAN
32.01,32.01.17,32.01.17.2004,GUNUNGMENYAN
32.01,32.01.17,32.01.17.2007,CIMAYANG
32.01,32.01.16,32.01.16.2001,SITU UDIK
32.01,32.01.16,32.01.16.2002,SITU ILIR
32.01,32.01.16,32.01.16.2012,CIBATOK II
32.01,32.01.16,32.01.16.2005,CIARUTEUN UDIK
32.01,32.01.16,32.01.16.2004,CIBATOK I
32.01,32.01.16,32.01.16.2013,SUKAMAJU
32.01,32.01.16,32.01.16.2003,CEMPLANG
32.01,32.01.16,32.01.16.2014,GALUGA
32.01,32.01.16,32.01.16.2009,DUKUH
32.01,32.01.16,32.01.16.2008,CIMANGGU II
32.01,32.01.16,32.01.16.2007,CIMANGGU I
32.01,32.01.16,32.01.16.2015,GIRIMULYA
32.01,32.01.16,32.01.16.2006,LEUWI KOLOT
32.01,32.01.16,32.01.16.2011,CIARUTEUN ILIR
32.01,32.01.16,32.01.16.2010,CIJUJUNG
32.01,32.01.15,32.01.15.2013,CIAMPEA UDIK
32.01,32.01.15,32.01.15.2002,CINANGKA
32.01,32.01.15,32.01.15.2006,CIBUNTU
32.01,32.01.15,32.01.15.2007,CICADAS
32.01,32.01.15,32.01.15.2005,TEGALWARU
32.01,32.01.15,32.01.15.2004,BOJONGJENGKOL
32.01,32.01.15,32.01.15.2003,CIHIDEUNGUDIK
32.01,32.01.15,32.01.15.2010,CIHIDEUNGHILIR
32.01,32.01.15,32.01.15.2011,CIBANTENG
32.01,32.01.15,32.01.15.2009,BOJONGRANGKAS
32.01,32.01.15,32.01.15.2008,CIBADAK
32.01,32.01.15,32.01.15.2012,BENTENG
32.01,32.01.15,32.01.15.2001,CIAMPEA
32.01,32.01.40,32.01.40.2001,TAPOS I
32.01,32.01.40,32.01.40.2006,GUNUNGMALANG
32.01,32.01.40,32.01.40.2002,TAPOS II
32.01,32.01.40,32.01.40.2004,SITUDAUN
32.01,32.01.40,32.01.40.2003,CIBITUNG TENGAH
32.01,32.01.40,32.01.40.2005,CINANGNENG
32.01,32.01.40,32.01.40.2007,GUNUNG MULYA
32.01,32.01.30,32.01.30.2006,PURWASARI
32.01,32.01.30,32.01.30.2005,PETIR
32.01,32.01.30,32.01.30.2001,SUKADAMAI
32.01,32.01.30,32.01.30.2004,SUKAWENING
32.01,32.01.30,32.01.30.2010,NEGLASARI
32.01,32.01.30,32.01.30.2003,SINARSARI
32.01,32.01.30,32.01.30.2002,CIHERANG
32.01,32.01.30,32.01.30.2009,DRAMAGA
32.01,32.01.30,32.01.30.2008,BABAKAN
32.01,32.01.30,32.01.30.2007,CIKARAWANG
32.01,32.01.29,32.01.29.2009,KOTA BATU
32.01,32.01.29,32.01.29.2001,MEKARJAYA
32.01,32.01.29,32.01.29.2004,PARAKAN
32.01,32.01.29,32.01.29.2005,CIOMAS
32.01,32.01.29,32.01.29.2006,PAGELARAN
32.01,32.01.29,32.01.29.2007,SUKAMAKMUR
32.01,32.01.29,32.01.29.2008,CIAPAUS
32.01,32.01.29,32.01.29.2002,SUKAHARJA
32.01,32.01.29,32.01.29.1003,PADASUKA
32.01,32.01.29,32.01.29.2011,CIOMAS RAHAYU
32.01,32.01.29,32.01.29.2010,LALADON
32.01,32.01.31,32.01.31.2008,SUKAJADI
32.01,32.01.31,32.01.31.2005,SUKALUYU
32.01,32.01.31,32.01.31.2007,SUKAJAYA
32.01,32.01.31,32.01.31.2006,SUKARESMI
32.01,32.01.31,32.01.31.2003,PASIREURIH
32.01,32.01.31,32.01.31.2004,TAMANSARI
32.01,32.01.31,32.01.31.2001,SUKAMANTRI
32.01,32.01.31,32.01.31.2002,SINARGALIH
32.01,32.01.28,32.01.28.2003,WARUNG MENTENG
32.01,32.01.28,32.01.28.2001,CIJERUK
32.01,32.01.28,32.01.28.2002,CIPELANG
32.01,32.01.28,32.01.28.2006,CIBALUNG
32.01,32.01.28,32.01.28.2005,CIPICUNG
32.01,32.01.28,32.01.28.2009,TANJUNGSARI
32.01,32.01.28,32.01.28.2004,TAJUR HALANG
32.01,32.01.28,32.01.28.2008,PALASARI
32.01,32.01.28,32.01.28.2007,SUKAHARJA
32.01,32.01.38,32.01.38.2006,TUGUJAYA
32.01,32.01.38,32.01.38.2001,CIGOMBONG
32.01,32.01.38,32.01.38.2002,WATESJAYA
32.01,32.01.38,32.01.38.2004,SROGOL
32.01,32.01.38,32.01.38.2003,CIBURUY
32.01,32.01.38,32.01.38.2005,CISALADA
32.01,32.01.38,32.01.38.2007,PASIRJAYA
32.01,32.01.38,32.01.38.2008,CIBURAYUT
32.01,32.01.38,32.01.38.2009,CIADEG
32.01,32.01.27,32.01.27.2010,PASIR BUNCIR
32.01,32.01.27,32.01.27.2006,CINAGARA
32.01,32.01.27,32.01.27.2012,TANGKIL
32.01,32.01.27,32.01.27.2001,PASIR MUNCANG
32.01,32.01.27,32.01.27.2009,MUARAJAYA
32.01,32.01.27,32.01.27.2004,CARINGIN
32.01,32.01.27,32.01.27.2011,LEMAH DUHUR
32.01,32.01.27,32.01.27.2007,CIMANDE
32.01,32.01.27,32.01.27.2008,PANCAWATI
32.01,32.01.27,32.01.27.2003,CIDERUM
32.01,32.01.27,32.01.27.2005,CIHERANG PONDOK
32.01,32.01.27,32.01.27.2002,CIMANDE HILIR
32.01,32.01.24,32.01.24.2001,CILEUNGSI
32.01,32.01.24,32.01.24.2002,CITAPEN
32.01,32.01.24,32.01.24.2003,CIBEDUG
32.01,32.01.24,32.01.24.2010,BOJONG MURNI
32.01,32.01.24,32.01.24.2004,JAMBULUWUK
32.01,32.01.24,32.01.24.2005,BANTARSARI
32.01,32.01.24,32.01.24.2011,BANJAR WANGI
32.01,32.01.24,32.01.24.2013,BITUNGSARI
32.01,32.01.24,32.01.24.2006,TELUKPINANG
32.01,32.01.24,32.01.24.2007,BANJAR WARU
32.01,32.01.24,32.01.24.2012,CIAWI
32.01,32.01.24,32.01.24.2008,BENDUNGAN
32.01,32.01.24,32.01.24.2009,PANDAN SARI
32.01,32.01.25,32.01.25.2005,CITEKO
32.01,32.01.25,32.01.25.2003,CIBEUREUM
32.01,32.01.25,32.01.25.2006,TUGU SELATAN
32.01,32.01.25,32.01.25.2009,TUGU UTARA
32.01,32.01.25,32.01.25.2001,BATULAYANG
32.01,32.01.25,32.01.25.1010,CISARUA
32.01,32.01.25,32.01.25.2008,KOPO
32.01,32.01.25,32.01.25.2007,LEUWIMALANG
32.01,32.01.25,32.01.25.2002,JOGJOGAN
32.01,32.01.25,32.01.25.2004,CILEMBER
32.01,32.01.26,32.01.26.2011,SUKARESMI
32.01,32.01.26,32.01.26.2008,SUKAGALIH
32.01,32.01.26,32.01.26.2002,KUTA
32.01,32.01.26,32.01.26.2004,SUKAKARYA
32.01,32.01.26,32.01.26.2007,SUKAMANAH
32.01,32.01.26,32.01.26.2001,SUKAMAJU
32.01,32.01.26,32.01.26.2010,SUKAMAHI
32.01,32.01.26,32.01.26.2003,GADOG
32.01,32.01.26,32.01.26.2006,CIPAYUNG
32.01,32.01.26,32.01.26.2009,CIPAYUNG GIRANG
32.01,32.01.26,32.01.26.2005,MEGAMENDUNG
32.01,32.01.26,32.01.26.2012,PASIR ANGIN
32.01,32.01.04,32.01.04.2004,CIBANON
32.01,32.01.04,32.01.04.2001,GUNUNGGEULIS
32.01,32.01.04,32.01.04.2005,NAGRAK
32.01,32.01.04,32.01.04.2006,SUKATANI
32.01,32.01.04,32.01.04.2007,SUKARAJA
32.01,32.01.04,32.01.04.2008,CIKEAS
32.01,32.01.04,32.01.04.2012,CADASNGAMPAR
32.01,32.01.04,32.01.04.2013,PASIRLAYA
32.01,32.01.04,32.01.04.2011,CIJUJUNG
32.01,32.01.04,32.01.04.2010,CIMANDALA
32.01,32.01.04,32.01.04.2009,PASIR JAMBU
32.01,32.01.04,32.01.04.2002,CILEBUT TIMUR
32.01,32.01.04,32.01.04.2003,CILEBUT BARAT
32.01,32.01.05,32.01.05.2001,CIJAYANTI
32.01,32.01.05,32.01.05.2009,BOJONG KONENG
32.01,32.01.05,32.01.05.2004,KARANG TENGAH
32.01,32.01.05,32.01.05.2002,SUMURBATU
32.01,32.01.05,32.01.05.2008,BABAKAN MADANG
32.01,32.01.05,32.01.05.2007,CITARINGGUL
32.01,32.01.05,32.01.05.2005,CIPAMBUAN
32.01,32.01.05,32.01.05.2006,KADUMANGGU
32.01,32.01.05,32.01.05.2003,SENTUL
32.01,32.01.09,32.01.09.2004,SUKAWANGI
32.01,32.01.09,32.01.09.2008,SUKAHARJA
32.01,32.01.09,32.01.09.2001,WARGAJAYA
32.01,32.01.09,32.01.09.2009,SIRNAJAYA
32.01,32.01.09,32.01.09.2007,SUKAMULYA
32.01,32.01.09,32.01.09.2010,SUKAMAKMUR
32.01,32.01.09,32.01.09.2005,CIBADAK
32.01,32.01.09,32.01.09.2002,PABUARAN
32.01,32.01.09,32.01.09.2003,SUKADAMAI
32.01,32.01.09,32.01.09.2006,SUKARESMI
32.01,32.01.08,32.01.08.2001,KARYAMEKAR
32.01,32.01.08,32.01.08.2007,BANTARKUNING
32.01,32.01.08,32.01.08.2003,CIKUTAMAHI
32.01,32.01.08,32.01.08.2010,CIBATUTIGA
32.01,32.01.08,32.01.08.2006,MEKARWANGI
32.01,32.01.08,32.01.08.2009,TEGALPANJANG
32.01,32.01.08,32.01.08.2005,CARIU
32.01,32.01.08,32.01.08.2004,KUTAMEKAR
32.01,32.01.08,32.01.08.2008,SUKAJADI
32.01,32.01.08,32.01.08.2002,BABAKAN RADEN
32.01,32.01.36,32.01.36.2006,CIBADAK
32.01,32.01.36,32.01.36.2001,TANJUNGSARI
32.01,32.01.36,32.01.36.2008,SIRNASARI
32.01,32.01.36,32.01.36.2010,SIRNARASA
32.01,32.01.36,32.01.36.2009,BUANAJAYA
32.01,32.01.36,32.01.36.2004,ANTAJAYA
32.01,32.01.36,32.01.36.2005,PASIR TANJUNG
32.01,32.01.36,32.01.36.2003,TANJUNGRASA
32.01,32.01.36,32.01.36.2007,SUKARASA
32.01,32.01.36,32.01.36.2002,SELAWANGI
32.01,32.01.06,32.01.06.2013,SUKAJAYA
32.01,32.01.06,32.01.06.2005,SUKANEGARA
32.01,32.01.06,32.01.06.2008,CIBODAS
32.01,32.01.06,32.01.06.2011,SINGASARI
32.01,32.01.06,32.01.06.2003,SINGA JAYA
32.01,32.01.06,32.01.06.2004,SUKASIRNA
32.01,32.01.06,32.01.06.2012,BALEKAMBANG
32.01,32.01.06,32.01.06.2010,BENDUNGAN
32.01,32.01.06,32.01.06.2002,SIRNAGALIH
32.01,32.01.06,32.01.06.2009,JONGGOL
32.01,32.01.06,32.01.06.2001,SUKAMAJU
32.01,32.01.06,32.01.06.2006,SUKAMANAH
32.01,32.01.06,32.01.06.2007,WENINGGALIH
32.01,32.01.06,32.01.06.2014,SUKAGALIH
32.01,32.01.07,32.01.07.2004,DAYEUH
32.01,32.01.07,32.01.07.2003,MAMPIR
32.01,32.01.07,32.01.07.2009,SITUSARI
32.01,32.01.07,32.01.07.2008,CIPEUCANG
32.01,32.01.07,32.01.07.2006,JATISARI
32.01,32.01.07,32.01.07.2005,GANDOANG
32.01,32.01.07,32.01.07.2002,MEKARSARI
32.01,32.01.07,32.01.07.2007,CILEUNGSI KIDUL
32.01,32.01.07,32.01.07.2012,CILEUNGSI
32.01,32.01.07,32.01.07.2011,LIMUSNUNGGAL
32.01,32.01.07,32.01.07.2001,PASIRANGIN
32.01,32.01.07,32.01.07.2010,CIPENJO
32.01,32.01.32,32.01.32.2008,LEUWIKARET
32.01,32.01.32,32.01.32.2004,LULUT
32.01,32.01.32,32.01.32.2007,BANTAR JATI
32.01,32.01.32,32.01.32.2003,NAMBO
32.01,32.01.32,32.01.32.2006,KEMBANG KUNING
32.01,32.01.32,32.01.32.2001,KLAPANUNGGAL
32.01,32.01.32,32.01.32.2009,LIGARMUKTI
32.01,32.01.32,32.01.32.2002,BOJONG
32.01,32.01.32,32.01.32.2005,CIKAHURIPAN
32.01,32.01.02,32.01.02.2010,KARANGGAN
32.01,32.01.02,32.01.02.2004,GUNUNG PUTRI
32.01,32.01.02,32.01.02.2006,TLAJUNG UDIK
32.01,32.01.02,32.01.02.2005,BOJONG NANGKA
32.01,32.01.02,32.01.02.2007,CICADAS
32.01,32.01.02,32.01.02.2001,WANAHERANG
32.01,32.01.02,32.01.02.2008,CIKEAS UDIK
32.01,32.01.02,32.01.02.2009,NAGRAK
32.01,32.01.02,32.01.02.2003,CIANGSANA
32.01,32.01.02,32.01.02.2002,BOJONG KULUR
32.01,32.01.03,32.01.03.2011,TANGKIL
32.01,32.01.03,32.01.03.2013,HAMBALANG
32.01,32.01.03,32.01.03.2004,TAJUR
32.01,32.01.03,32.01.03.2014,PASIR MUKTI
32.01,32.01.03,32.01.03.2012,SUKAHATI
32.01,32.01.03,32.01.03.2003,LEUWINUTUNG
32.01,32.01.03,32.01.03.2005,SANJA
32.01,32.01.03,32.01.03.1007,KARANG ASEM BARAT
32.01,32.01.03,32.01.03.2008,KARANG ASEM TIMUR
32.01,32.01.03,32.01.03.2009,TARIKOLOT
32.01,32.01.03,32.01.03.2010,GUNUNGSARI
32.01,32.01.03,32.01.03.2002,CITEUREUP
32.01,32.01.03,32.01.03.1006,PUSPANEGARA
32.01,32.01.03,32.01.03.2001,PUSPASARI
32.01,32.01.01,32.01.01.1002,KARADENAN
32.01,32.01.01,32.01.01.1004,NANGGEWER
32.01,32.01.01,32.01.01.1005,NANGGEWER MEKAR
32.01,32.01.01,32.01.01.1006,CIBINONG
32.01,32.01.01,32.01.01.1007,PAKANSARI
32.01,32.01.01,32.01.01.1009,SUKAHATI
32.01,32.01.01,32.01.01.1008,TENGAH
32.01,32.01.01,32.01.01.1001,PONDOK RAJEG
32.01,32.01.01,32.01.01.1003,HARAPANJAYA
32.01,32.01.01,32.01.01.1012,PABUARAN
32.01,32.01.01,32.01.01.1011,CIRIMEKAR
32.01,32.01.01,32.01.01.1010,CIRIUNG
32.01,32.01.01,32.01.01.1013,PABUARAN MEKAR
32.01,32.01.13,32.01.13.2002,CIMANGGIS
32.01,32.01.13,32.01.13.2006,WARINGINJAYA
32.01,32.01.13,32.01.13.2005,KEDUNGWARINGIN
32.01,32.01.13,32.01.13.2009,BOJONGGEDE
32.01,32.01.13,32.01.13.2003,SUSUKAN
32.01,32.01.13,32.01.13.2001,BOJONGBARU
32.01,32.01.13,32.01.13.2008,RAWAPANJANG
32.01,32.01.13,32.01.13.1007,PABUARAN
32.01,32.01.13,32.01.13.2004,RAGAJAYA
32.01,32.01.37,32.01.37.2006,TONJONG
32.01,32.01.37,32.01.37.2001,TAJURHALANG
32.01,32.01.37,32.01.37.2005,SUKMAJAYA
32.01,32.01.37,32.01.37.2004,NANGGERANG
32.01,32.01.37,32.01.37.2003,SASAK PANJANG
32.01,32.01.37,32.01.37.2007,KALISUREN
32.01,32.01.37,32.01.37.2002,CITAYAM
32.01,32.01.12,32.01.12.2005,SEMPLAK BARAT
32.01,32.01.12,32.01.12.1006,ATANG SENJAYA
32.01,32.01.12,32.01.12.2002,PARAKANJAYA
32.01,32.01.12,32.01.12.2001,BOJONG
32.01,32.01.12,32.01.12.2003,KEMANG
32.01,32.01.12,32.01.12.2004,PABUARAN
32.01,32.01.12,32.01.12.2009,TEGAL
32.01,32.01.12,32.01.12.2008,PONDOK UDIK
32.01,32.01.12,32.01.12.2007,JAMPANG
32.01,32.01.34,32.01.34.2005,MEKARSARI
32.01,32.01.34,32.01.34.2004,RANCABUNGUR
32.01,32.01.34,32.01.34.2003,PASIRGAOK
32.01,32.01.34,32.01.34.2001,BANTARJAYA
32.01,32.01.34,32.01.34.2002,BANTARSARI
32.01,32.01.34,32.01.34.2006,CANDALI
32.01,32.01.34,32.01.34.2007,CIMULANG
32.01,32.01.10,32.01.10.2002,IWUL
32.01,32.01.10,32.01.10.2009,JABONMEKAR
32.01,32.01.10,32.01.10.2006,PAMEGARSARI
32.01,32.01.10,32.01.10.2001,PARUNG
32.01,32.01.10,32.01.10.2004,WARU
32.01,32.01.10,32.01.10.2007,WARUJAYA
32.01,32.01.10,32.01.10.2003,BOJONGSEMPU
32.01,32.01.10,32.01.10.2008,BOJONGINDAH
32.01,32.01.10,32.01.10.2005,COGREG
32.01,32.01.33,32.01.33.2006,KARIHKIL
32.01,32.01.33,32.01.33.2005,CIBEUTEUNG UDIK
32.01,32.01.33,32.01.33.2007,BABAKAN
32.01,32.01.33,32.01.33.2001,PUTAT NUTUG
32.01,32.01.33,32.01.33.2009,CIBEUTEUNG MUARA
32.01,32.01.33,32.01.33.2004,CIBENTANG
32.01,32.01.33,32.01.33.2003,PARIGI MEKAR
32.01,32.01.33,32.01.33.2002,CISEENG
32.01,32.01.33,32.01.33.2008,CIHOE
32.01,32.01.33,32.01.33.2010,KURIPAN
32.01,32.01.11,32.01.11.2006,JAMPANG
32.01,32.01.11,32.01.11.2007,CIBADUNG
32.01,32.01.11,32.01.11.2008,CIBINONG
32.01,32.01.11,32.01.11.2001,CIDOKOM
32.01,32.01.11,32.01.11.2002,PADURENAN
32.01,32.01.11,32.01.11.2004,CURUG
32.01,32.01.11,32.01.11.2009,RAWAKALONG
32.01,32.01.11,32.01.11.2003,PENGASINAN
32.01,32.01.11,32.01.11.2005,GUNUNGSINDUR
32.01,32.01.11,32.01.11.2010,PABUARAN
32.01,32.01.18,32.01.18.2002,LEUWIBATU
32.01,32.01.18,32.01.18.2003,CIDOKOM
32.01,32.01.18,32.01.18.2004,GOBANG
32.01,32.01.18,32.01.18.2006,RABAK
32.01,32.01.18,32.01.18.2005,CIBODAS
32.01,32.01.18,32.01.18.2007,KAMPUNGSAWAH
32.01,32.01.18,32.01.18.2001,RUMPIN
32.01,32.01.18,32.01.18.2008,CIPINANG
32.01,32.01.18,32.01.18.2009,SUKASARI
32.01,32.01.18,32.01.18.2011,KERTAJAYA
32.01,32.01.18,32.01.18.2010,TAMANSARI
32.01,32.01.18,32.01.18.2012,SUKAMULYA
32.01,32.01.18,32.01.18.2013,MEKARSARI
32.01,32.01.18,32.01.18.2014,MEKARJAYA
32.01,32.01.22,32.01.22.2011,SUKARAKSA
32.01,32.01.22,32.01.22.2001,SUKAMAJU
32.01,32.01.22,32.01.22.2002,CIGUDEG
32.01,32.01.22,32.01.22.2004,BANYURESMI
32.01,32.01.22,32.01.22.2010,WARGAJAYA
32.01,32.01.22,32.01.22.2003,BUNAR
32.01,32.01.22,32.01.22.2014,MEKARJAYA
32.01,32.01.22,32.01.22.2005,CINTAMANIK
32.01,32.01.22,32.01.22.2012,BANYUWANGI
32.01,32.01.22,32.01.22.2013,BANYUASIH
32.01,32.01.22,32.01.22.2015,TEGALEGA
32.01,32.01.22,32.01.22.2009,BATUJAJAR
32.01,32.01.22,32.01.22.2008,RENGASJAJAR
32.01,32.01.22,32.01.22.2007,BANGUNJAYA
32.01,32.01.22,32.01.22.2006,ARGAPURA
32.01,32.01.35,32.01.35.2001,CISARUA
32.01,32.01.35,32.01.35.2002,KIARASARI
32.01,32.01.35,32.01.35.2006,KIARAPANDAK
32.01,32.01.35,32.01.35.2007,HARKAT JAYA
32.01,32.01.35,32.01.35.2003,SUKAJAYA
32.01,32.01.35,32.01.35.2004,CIPAYUNG
32.01,32.01.35,32.01.35.2008,SUKAMULIH
32.01,32.01.35,32.01.35.2009,PASIRMADANG
32.01,32.01.35,32.01.35.2005,CILEUKSA
32.01,32.01.35,32.01.35.2010,URUG
32.01,32.01.35,32.01.35.2011,JAYARAHARJA
32.01,32.01.19,32.01.19.2002,PANGRADIN
32.01,32.01.19,32.01.19.2003,KALONGSAWAH
32.01,32.01.19,32.01.19.2004,SIPAK
32.01,32.01.19,32.01.19.2012,PAMAGERSARI
32.01,32.01.19,32.01.19.2013,JUGALA JAYA
32.01,32.01.19,32.01.19.2001,CURUG
32.01,32.01.19,32.01.19.2014,TEGALWANGI
32.01,32.01.19,32.01.19.2006,KOLEANG
32.01,32.01.19,32.01.19.2005,JASINGA
32.01,32.01.19,32.01.19.2008,SETU
32.01,32.01.19,32.01.19.2007,CIKOPOMAYAK
32.01,32.01.19,32.01.19.2015,NEGLASARI
32.01,32.01.19,32.01.19.2010,BAGOANG
32.01,32.01.19,32.01.19.2009,BARENGKOK
32.01,32.01.19,32.01.19.2011,PANGAUR
32.01,32.01.19,32.01.19.2016,WIRAJAYA
32.01,32.01.23,32.01.23.2002,CIOMAS
32.01,32.01.23,32.01.23.2001,TAPOS
32.01,32.01.23,32.01.23.2003,BATOK
32.01,32.01.23,32.01.23.2004,BABAKAN
32.01,32.01.23,32.01.23.2009,BOJONG
32.01,32.01.23,32.01.23.2007,SINGABRAJA
32.01,32.01.23,32.01.23.2005,TENJO
32.01,32.01.23,32.01.23.2006,CILAKU
32.01,32.01.23,32.01.23.2008,SINGABANGSA
32.01,32.01.20,32.01.20.2001,JAGABAYA
32.01,32.01.20,32.01.20.2002,GOROWONG
32.01,32.01.20,32.01.20.2003,DAGO
32.01,32.01.20,32.01.20.2005,CIKUDA
32.01,32.01.20,32.01.20.2004,PINGKU
32.01,32.01.20,32.01.20.2007,LUMPANG
32.01,32.01.20,32.01.20.2010,GINTUNGCILEJET
32.01,32.01.20,32.01.20.2009,JAGABITA
32.01,32.01.20,32.01.20.2008,CIBUNAR
32.01,32.01.20,32.01.20.2006,PARUNGPANJANG
32.01,32.01.20,32.01.20.2011,KABASIRAN
32.02,32.02.22,32.02.22.2002,CIBENDA
32.02,32.02.22,32.02.22.2003,CIWARU
32.02,32.02.22,32.02.22.2006,TAMANJAYA
32.02,32.02.22,32.02.22.2004,MEKARJAYA
32.02,32.02.22,32.02.22.2001,CIEMAS
32.02,32.02.22,32.02.22.2005,GIRI MUKTI
32.02,32.02.22,32.02.22.2007,MANDRAJAYA
32.02,32.02.22,32.02.22.2009,MEKARSAKTI
32.02,32.02.22,32.02.22.2008,SIDAMULYA
32.02,32.02.26,32.02.26.2003,GUNUNGBATU
32.02,32.02.26,32.02.26.2002,CIKANGKUNG
32.02,32.02.26,32.02.26.2004,PURWASEDAR
32.02,32.02.26,32.02.26.2001,CIRACAP
32.02,32.02.26,32.02.26.2005,PASIRPANJANG
32.02,32.02.26,32.02.26.2006,MEKARSARI
32.02,32.02.26,32.02.26.2008,PANGUMBAHAN
32.02,32.02.26,32.02.26.2007,UJUNG GENTENG
32.02,32.02.20,32.02.20.2003,CARINGINNUNGGAL
32.02,32.02.20,32.02.20.2001,WALURAN
32.02,32.02.20,32.02.20.2002,SUKAMUKTI
32.02,32.02.20,32.02.20.2004,MEKAR MUKTI
32.02,32.02.20,32.02.20.2006,WALURAN MANDIRI
32.02,32.02.20,32.02.20.2005,MANGUNJAYA
32.02,32.02.24,32.02.24.2009,PASIR IPIS
32.02,32.02.24,32.02.24.2010,BUNIWANGI
32.02,32.02.24,32.02.24.2008,CIPEUNDEUY
32.02,32.02.24,32.02.24.2007,GUNUNGSUNGGING
32.02,32.02.24,32.02.24.2002,CITANGLAR
32.02,32.02.24,32.02.24.2001,JAGAMUKTI
32.02,32.02.24,32.02.24.1013,SURADE
32.02,32.02.24,32.02.24.2006,KADALEMAN
32.02,32.02.24,32.02.24.2003,WANASARI
32.02,32.02.24,32.02.24.2005,SIRNASARI
32.02,32.02.24,32.02.24.2011,SUKATANI
32.02,32.02.24,32.02.24.2012,KADEMANGAN
32.02,32.02.25,32.02.25.2004,CIDAHU
32.02,32.02.25,32.02.25.2003,CIBITUNG
32.02,32.02.25,32.02.25.2006,BANYUWANGI
32.02,32.02.25,32.02.25.2005,CIBODAS
32.02,32.02.25,32.02.25.2002,BANYUMURNI
32.02,32.02.25,32.02.25.2001,TALAGAMURNI
32.02,32.02.21,32.02.21.2011,CIPARAY
32.02,32.02.21,32.02.21.2002,BOJONGGENTENG
32.02,32.02.21,32.02.21.2005,BOJONG SARI
32.02,32.02.21,32.02.21.2008,MEKARJAYA
32.02,32.02.21,32.02.21.2007,NAGRAK SARI
32.02,32.02.21,32.02.21.1001,JAMPANGKULON
32.02,32.02.21,32.02.21.2009,TANJUNG
32.02,32.02.21,32.02.21.2013,PADAJAYA
32.02,32.02.21,32.02.21.2003,CIKARANG
32.02,32.02.21,32.02.21.2014,KARANGANYAR
32.02,32.02.21,32.02.21.2016,CIKARANGGEUSAN
32.02,32.02.46,32.02.46.2005,BOREGAH INDAH
32.02,32.02.46,32.02.46.2001,CIMANGGU
32.02,32.02.46,32.02.46.2002,SUKAMAJU
32.02,32.02.46,32.02.46.2003,SUKAJADI
32.02,32.02.46,32.02.46.2004,KARANGMEKAR
32.02,32.02.46,32.02.46.2006,SUKAMANAH
32.02,32.02.23,32.02.23.2003,CIMAHPAR
32.02,32.02.23,32.02.23.2004,SEKARSARI
32.02,32.02.23,32.02.23.2001,KALIBUNDER
32.02,32.02.23,32.02.23.2005,SUKALUYU
32.02,32.02.23,32.02.23.2002,BOJONG
32.02,32.02.23,32.02.23.2006,BALEKAMBANG
32.02,32.02.23,32.02.23.2007,MEKARWANGI
32.02,32.02.45,32.02.45.2003,SUMBERJAYA
32.02,32.02.45,32.02.45.2007,BUNIASIH
32.02,32.02.45,32.02.45.2001,TEGALBULEUD
32.02,32.02.45,32.02.45.2004,CALINGCING
32.02,32.02.45,32.02.45.2006,RAMBAY
32.02,32.02.45,32.02.45.2005,NANGELA
